Year,Region,Province/territory,Plan,Average ($),Speed
2018,National,NB,Talk Plan,25.63,Plus bas prix / Lowest
2018,National,PE,Talk Plan,26.25,Plus bas prix / Lowest
2018,National,NS,Talk Plan,26.72,Plus bas prix / Lowest
2018,National,NL,Talk Plan,26.68,Plus bas prix / Lowest
2018,National,YT,Talk Plan,26.08,Plus bas prix / Lowest
2018,National,NT,Talk Plan,26.08,Plus bas prix / Lowest
2018,National,NU,Talk Plan,26.08,Plus bas prix / Lowest
2018,National,Nord / North,Talk Plan,26.08,Plus bas prix / Lowest
2018,National,Canada,Talk Plan,24.89,Plus bas prix / Lowest
2018,National,BC,1GB,38.56,Plus bas prix / Lowest
2018,National,AB,1GB,38.54,Plus bas prix / Lowest
2018,National,SK,1GB,43.25,Plus bas prix / Lowest
2018,National,MB,1GB,37.33,Plus bas prix / Lowest
2018,National,ON,1GB,38.36,Plus bas prix / Lowest
2018,National,QC,1GB,31.44,Plus bas prix / Lowest
2018,National,NB,1GB,39.17,Plus bas prix / Lowest
2018,National,PE,1GB,40.63,Plus bas prix / Lowest
2018,National,NS,1GB,41.71,Plus bas prix / Lowest
2018,National,NL,1GB,40.94,Plus bas prix / Lowest
2018,National,YT,1GB,40,Plus bas prix / Lowest
2018,National,NT,1GB,40,Plus bas prix / Lowest
2018,National,NU,1GB,40,Plus bas prix / Lowest
2018,National,Nord / North,1GB,40,Plus bas prix / Lowest
2018,National,Canada,1GB,39.08,Plus bas prix / Lowest
2018,National,BC,2GB,43.24,Plus bas prix / Lowest
2018,National,AB,2GB,42.92,Plus bas prix / Lowest
2018,National,SK,2GB,50.73,Plus bas prix / Lowest
2018,National,MB,2GB,41.46,Plus bas prix / Lowest
2018,National,ON,2GB,42.71,Plus bas prix / Lowest
2018,National,QC,2GB,38.65,Plus bas prix / Lowest
2018,National,NB,2GB,45.42,Plus bas prix / Lowest
2018,National,PE,2GB,48.13,Plus bas prix / Lowest
2018,National,NS,2GB,48.67,Plus bas prix / Lowest
2018,National,NL,2GB,46.42,Plus bas prix / Lowest
2018,National,YT,2GB,45,Plus bas prix / Lowest
2018,National,NT,2GB,45,Plus bas prix / Lowest
2018,National,NU,2GB,45,Plus bas prix / Lowest
2018,National,Nord / North,2GB,45,Plus bas prix / Lowest
2018,National,Canada,2GB,44.85,Plus bas prix / Lowest
2018,National,BC,5GB,48.56,Plus bas prix / Lowest
2018,National,AB,5GB,48.54,Plus bas prix / Lowest
2018,National,SK,5GB,52.98,Plus bas prix / Lowest
2018,National,MB,5GB,45.88,Plus bas prix / Lowest
2018,National,ON,5GB,48.38,Plus bas prix / Lowest
2018,National,QC,5GB,44.35,Plus bas prix / Lowest
2018,National,NB,5GB,51.04,Plus bas prix / Lowest
2018,National,PE,5GB,54.38,Plus bas prix / Lowest
2018,National,NS,5GB,55.13,Plus bas prix / Lowest
2018,National,NL,5GB,52.38,Plus bas prix / Lowest
2018,National,YT,5GB,58.17,Plus bas prix / Lowest
2018,National,NT,5GB,58.17,Plus bas prix / Lowest
2018,National,NU,5GB,58.17,Plus bas prix / Lowest
2018,National,Nord / North,5GB,58.17,Plus bas prix / Lowest
2018,National,Canada,5GB,50.89,Plus bas prix / Lowest
2018,National,BC,Talk Plan,20,3G
2018,National,AB,Talk Plan,20,3G
2018,National,SK,Talk Plan,20,3G
2018,National,MB,Talk Plan,20,3G
2018,National,ON,Talk Plan,20,3G
2018,National,QC,Talk Plan,20,3G
2018,National,NB,Talk Plan,20,3G
2018,National,PE,Talk Plan,20,3G
2018,National,NS,Talk Plan,20,3G
2018,National,NL,Talk Plan,20,3G
2018,National,YT,Talk Plan,20,3G
2018,National,NT,Talk Plan,20,3G
2018,National,NU,Talk Plan,20,3G
2018,National,Nord / North,Talk Plan,20,3G
2018,National,Canada,Talk Plan,20,3G
2018,National,BC,1GB,35,3G
2018,National,AB,1GB,35,3G
2018,National,SK,1GB,35,3G
2018,National,MB,1GB,35,3G
2018,National,ON,1GB,35,3G
2018,National,QC,1GB,35,3G
2018,National,NB,1GB,35,3G
2018,National,PE,1GB,35,3G
2018,National,NS,1GB,35,3G
2018,National,NL,1GB,35,3G
2018,National,YT,1GB,35,3G
2018,National,NT,1GB,35,3G
2018,National,NU,1GB,35,3G
2018,National,Nord / North,1GB,35,3G
2018,National,Canada,1GB,35,3G
2018,National,BC,2GB,40,3G
2018,National,AB,2GB,40,3G
2018,National,SK,2GB,40,3G
2018,National,MB,2GB,40,3G
2018,National,ON,2GB,40,3G
2018,National,QC,2GB,40,3G
2018,National,NB,2GB,40,3G
2018,National,PE,2GB,40,3G
2018,National,NS,2GB,40,3G
2018,National,NL,2GB,40,3G
2018,National,YT,2GB,40,3G
2018,National,NT,2GB,40,3G
2018,National,NU,2GB,40,3G
2018,National,Nord / North,2GB,40,3G
2018,National,Canada,2GB,40,3G
2018,National,BC,5GB,45,3G
2018,National,AB,5GB,45,3G
2018,National,SK,5GB,45,3G
2018,National,MB,5GB,45,3G
2018,National,ON,5GB,45,3G
2018,National,QC,5GB,45,3G
2018,National,NB,5GB,45,3G
2018,National,PE,5GB,45,3G
2018,National,NS,5GB,45,3G
2018,National,NL,5GB,45,3G
2018,National,YT,5GB,45,3G
2018,National,NT,5GB,45,3G
2018,National,NU,5GB,45,3G
2018,National,Nord / North,5GB,45,3G
2018,National,Canada,5GB,45,3G
2018,National,BC,Talk Plan,32.5,LTE
2018,National,AB,Talk Plan,30,LTE
2018,National,SK,Talk Plan,29.58,LTE
2018,National,MB,Talk Plan,30.45,LTE
2018,National,ON,Talk Plan,29.77,LTE
2018,National,QC,Talk Plan,20.68,LTE
2018,National,NB,Talk Plan,33.75,LTE
2018,National,PE,Talk Plan,32.5,LTE
2018,National,NS,Talk Plan,32.43,LTE
2018,National,NL,Talk Plan,33.46,LTE
2018,National,YT,Talk Plan,31,LTE
2018,National,NT,Talk Plan,31,LTE
2018,National,NU,Talk Plan,31,LTE
2018,National,Nord / North,Talk Plan,31,LTE
2018,National,Canada,Talk Plan,30.56,LTE
2018,National,BC,1GB,44.38,LTE
2018,National,AB,1GB,43.75,LTE
2018,National,SK,1GB,45,LTE
2018,National,MB,1GB,38.07,LTE
2018,National,ON,1GB,43.36,LTE
2018,National,QC,1GB,30.94,LTE
2018,National,NB,1GB,45,LTE
2018,National,PE,1GB,46.25,LTE
2018,National,NS,1GB,47,LTE
2018,National,NL,1GB,46.42,LTE
2018,National,YT,1GB,45,LTE
2018,National,NT,1GB,45,LTE
2018,National,NU,1GB,45,LTE
2018,National,Nord / North,1GB,45,LTE
2018,National,Canada,1GB,43.2,LTE
2018,National,BC,2GB,48.75,LTE
2018,National,AB,2GB,47.5,LTE
2018,National,SK,2GB,59.5,LTE
2018,National,MB,2GB,43.45,LTE
2018,National,ON,2GB,47.1,LTE
2018,National,QC,2GB,38.29,LTE
2018,National,NB,2GB,52.5,LTE
2018,National,PE,2GB,56.25,LTE
2018,National,NS,2GB,56,LTE
2018,National,NL,2GB,52.75,LTE
2018,National,YT,2GB,50,LTE
2018,National,NT,2GB,50,LTE
2018,National,NU,2GB,50,LTE
2018,National,Nord / North,2GB,50,LTE
2018,National,Canada,2GB,50.19,LTE
2018,National,BC,5GB,54.38,LTE
2018,National,AB,5GB,53.75,LTE
2018,National,SK,5GB,59.5,LTE
2018,National,MB,5GB,46.95,LTE
2018,National,ON,5GB,53.41,LTE
2018,National,QC,5GB,44.1,LTE
2018,National,NB,5GB,58.75,LTE
2018,National,PE,5GB,63.75,LTE
2018,National,NS,5GB,63.64,LTE
2018,National,NL,5GB,59.5,LTE
2018,National,YT,5GB,66,LTE
2018,National,NT,5GB,66,LTE
2018,National,NU,5GB,66,LTE
2018,National,Nord / North,5GB,66,LTE
2018,National,Canada,5GB,56.7,LTE
2017,Urbain / Urban,BC,Talk Plan,25,Plus bas prix / Lowest
2017,Urbain / Urban,AB,Talk Plan,25.22,Plus bas prix / Lowest
2017,Urbain / Urban,SK,Talk Plan,26.61,Plus bas prix / Lowest
2017,Urbain / Urban,MB,Talk Plan,27.5,Plus bas prix / Lowest
2017,Urbain / Urban,ON,Talk Plan,24.9,Plus bas prix / Lowest
2017,Urbain / Urban,QC,Talk Plan,24.1,Plus bas prix / Lowest
2017,Urbain / Urban,NB,Talk Plan,25.18,Plus bas prix / Lowest
2017,Urbain / Urban,PE,Talk Plan,25.4,Plus bas prix / Lowest
2017,Urbain / Urban,NS,Talk Plan,25.25,Plus bas prix / Lowest
2017,Urbain / Urban,NL,Talk Plan,25.38,Plus bas prix / Lowest
2017,Urbain / Urban,YT,Talk Plan,24.67,Plus bas prix / Lowest
2017,Urbain / Urban,NT,Talk Plan,24.67,Plus bas prix / Lowest
2017,Urbain / Urban,NU,Talk Plan,24.67,Plus bas prix / Lowest
2017,Urbain / Urban,Nord / North,Talk Plan,24.67,Plus bas prix / Lowest
2017,Urbain / Urban,Canada,Talk Plan,25.38,Plus bas prix / Lowest
2017,Urbain / Urban,BC,1GB,45.83,Plus bas prix / Lowest
2017,Urbain / Urban,AB,1GB,45,Plus bas prix / Lowest
2017,Urbain / Urban,SK,1GB,47.5,Plus bas prix / Lowest
2017,Urbain / Urban,MB,1GB,44.5,Plus bas prix / Lowest
2017,Urbain / Urban,ON,1GB,44.98,Plus bas prix / Lowest
2017,Urbain / Urban,QC,1GB,37.25,Plus bas prix / Lowest
2017,Urbain / Urban,NB,1GB,47,Plus bas prix / Lowest
2017,Urbain / Urban,PE,1GB,48.75,Plus bas prix / Lowest
2017,Urbain / Urban,NS,1GB,48.5,Plus bas prix / Lowest
2017,Urbain / Urban,NL,1GB,48.5,Plus bas prix / Lowest
2017,Urbain / Urban,YT,1GB,50,Plus bas prix / Lowest
2017,Urbain / Urban,NT,1GB,50,Plus bas prix / Lowest
2017,Urbain / Urban,NU,1GB,50,Plus bas prix / Lowest
2017,Urbain / Urban,Nord / North,1GB,50,Plus bas prix / Lowest
2017,Urbain / Urban,Canada,1GB,46.16,Plus bas prix / Lowest
2017,Urbain / Urban,BC,2GB,50.21,Plus bas prix / Lowest
2017,Urbain / Urban,AB,2GB,48.75,Plus bas prix / Lowest
2017,Urbain / Urban,SK,2GB,51.25,Plus bas prix / Lowest
2017,Urbain / Urban,MB,2GB,48,Plus bas prix / Lowest
2017,Urbain / Urban,ON,2GB,52.28,Plus bas prix / Lowest
2017,Urbain / Urban,QC,2GB,52.13,Plus bas prix / Lowest
2017,Urbain / Urban,NB,2GB,52,Plus bas prix / Lowest
2017,Urbain / Urban,PE,2GB,54.75,Plus bas prix / Lowest
2017,Urbain / Urban,NS,2GB,54.5,Plus bas prix / Lowest
2017,Urbain / Urban,NL,2GB,54.5,Plus bas prix / Lowest
2017,Urbain / Urban,YT,2GB,55,Plus bas prix / Lowest
2017,Urbain / Urban,NT,2GB,55,Plus bas prix / Lowest
2017,Urbain / Urban,NU,2GB,55,Plus bas prix / Lowest
2017,Urbain / Urban,Nord / North,2GB,55,Plus bas prix / Lowest
2017,Urbain / Urban,Canada,2GB,52.12,Plus bas prix / Lowest
2017,Urbain / Urban,BC,5GB,73.33,Plus bas prix / Lowest
2017,Urbain / Urban,AB,5GB,70,Plus bas prix / Lowest
2017,Urbain / Urban,SK,5GB,52.75,Plus bas prix / Lowest
2017,Urbain / Urban,MB,5GB,51.25,Plus bas prix / Lowest
2017,Urbain / Urban,ON,5GB,70.38,Plus bas prix / Lowest
2017,Urbain / Urban,QC,5GB,58,Plus bas prix / Lowest
2017,Urbain / Urban,NB,5GB,77.33,Plus bas prix / Lowest
2017,Urbain / Urban,PE,5GB,78.75,Plus bas prix / Lowest
2017,Urbain / Urban,NS,5GB,78.25,Plus bas prix / Lowest
2017,Urbain / Urban,NL,5GB,78.5,Plus bas prix / Lowest
2017,Urbain / Urban,YT,5GB,83,Plus bas prix / Lowest
2017,Urbain / Urban,NT,5GB,83,Plus bas prix / Lowest
2017,Urbain / Urban,NU,5GB,83,Plus bas prix / Lowest
2017,Urbain / Urban,Nord / North,5GB,83,Plus bas prix / Lowest
2017,Urbain / Urban,Canada,5GB,70.14,Plus bas prix / Lowest
2017,Urbain / Urban,BC,Talk Plan,20,3G
2017,Urbain / Urban,AB,Talk Plan,20,3G
2017,Urbain / Urban,SK,Talk Plan,20,3G
2017,Urbain / Urban,MB,Talk Plan,20,3G
2017,Urbain / Urban,ON,Talk Plan,20,3G
2017,Urbain / Urban,QC,Talk Plan,20,3G
2017,Urbain / Urban,NB,Talk Plan,20,3G
2017,Urbain / Urban,PE,Talk Plan,20,3G
2017,Urbain / Urban,NS,Talk Plan,20,3G
2017,Urbain / Urban,NL,Talk Plan,20,3G
2017,Urbain / Urban,YT,Talk Plan,--,3G
2017,Urbain / Urban,NT,Talk Plan,--,3G
2017,Urbain / Urban,NU,Talk Plan,--,3G
2017,Urbain / Urban,Nord / North,Talk Plan,--,3G
2017,Urbain / Urban,Canada,Talk Plan,20,3G
2017,Urbain / Urban,BC,1GB,40,3G
2017,Urbain / Urban,AB,1GB,40,3G
2017,Urbain / Urban,SK,1GB,40,3G
2017,Urbain / Urban,MB,1GB,40,3G
2017,Urbain / Urban,ON,1GB,40,3G
2017,Urbain / Urban,QC,1GB,--,3G
2017,Urbain / Urban,NB,1GB,40,3G
2017,Urbain / Urban,PE,1GB,40,3G
2017,Urbain / Urban,NS,1GB,40,3G
2017,Urbain / Urban,NL,1GB,40,3G
2017,Urbain / Urban,YT,1GB,--,3G
2017,Urbain / Urban,NT,1GB,--,3G
2017,Urbain / Urban,NU,1GB,--,3G
2017,Urbain / Urban,Nord / North,1GB,--,3G
2017,Urbain / Urban,Canada,1GB,40,3G
2017,Urbain / Urban,BC,2GB,45,3G
2017,Urbain / Urban,AB,2GB,45,3G
2017,Urbain / Urban,SK,2GB,45,3G
2017,Urbain / Urban,MB,2GB,45,3G
2017,Urbain / Urban,ON,2GB,50.88,3G
2017,Urbain / Urban,QC,2GB,--,3G
2017,Urbain / Urban,NB,2GB,45,3G
2017,Urbain / Urban,PE,2GB,45,3G
2017,Urbain / Urban,NS,2GB,45,3G
2017,Urbain / Urban,NL,2GB,45,3G
2017,Urbain / Urban,YT,2GB,--,3G
2017,Urbain / Urban,NT,2GB,--,3G
2017,Urbain / Urban,NU,2GB,--,3G
2017,Urbain / Urban,Nord / North,2GB,--,3G
2017,Urbain / Urban,Canada,2GB,45.65,3G
2017,Urbain / Urban,BC,Talk Plan,27.08,LTE
2017,Urbain / Urban,AB,Talk Plan,26.96,LTE
2017,Urbain / Urban,SK,Talk Plan,28.82,LTE
2017,Urbain / Urban,MB,Talk Plan,30,LTE
2017,Urbain / Urban,ON,Talk Plan,26.49,LTE
2017,Urbain / Urban,QC,Talk Plan,25.47,LTE
2017,Urbain / Urban,NB,Talk Plan,27.77,LTE
2017,Urbain / Urban,PE,Talk Plan,27.19,LTE
2017,Urbain / Urban,NS,Talk Plan,26.99,LTE
2017,Urbain / Urban,NL,Talk Plan,27.17,LTE
2017,Urbain / Urban,YT,Talk Plan,24.67,LTE
2017,Urbain / Urban,NT,Talk Plan,24.67,LTE
2017,Urbain / Urban,NU,Talk Plan,24.67,LTE
2017,Urbain / Urban,Nord / North,Talk Plan,24.67,LTE
2017,Urbain / Urban,Canada,Talk Plan,27.15,LTE
2017,Urbain / Urban,BC,1GB,48.33,LTE
2017,Urbain / Urban,AB,1GB,46.67,LTE
2017,Urbain / Urban,SK,1GB,50,LTE
2017,Urbain / Urban,MB,1GB,46,LTE
2017,Urbain / Urban,ON,1GB,46.58,LTE
2017,Urbain / Urban,QC,1GB,37.25,LTE
2017,Urbain / Urban,NB,1GB,50.5,LTE
2017,Urbain / Urban,PE,1GB,51.67,LTE
2017,Urbain / Urban,NS,1GB,51.33,LTE
2017,Urbain / Urban,NL,1GB,51.33,LTE
2017,Urbain / Urban,YT,1GB,50,LTE
2017,Urbain / Urban,NT,1GB,50,LTE
2017,Urbain / Urban,NU,1GB,50,LTE
2017,Urbain / Urban,Nord / North,1GB,50,LTE
2017,Urbain / Urban,Canada,1GB,48.15,LTE
2017,Urbain / Urban,BC,2GB,52.5,LTE
2017,Urbain / Urban,AB,2GB,50,LTE
2017,Urbain / Urban,SK,2GB,53.33,LTE
2017,Urbain / Urban,MB,2GB,49,LTE
2017,Urbain / Urban,ON,2GB,52.7,LTE
2017,Urbain / Urban,QC,2GB,52.13,LTE
2017,Urbain / Urban,NB,2GB,55.5,LTE
2017,Urbain / Urban,PE,2GB,58,LTE
2017,Urbain / Urban,NS,2GB,57.67,LTE
2017,Urbain / Urban,NL,2GB,57.67,LTE
2017,Urbain / Urban,YT,2GB,55,LTE
2017,Urbain / Urban,NT,2GB,55,LTE
2017,Urbain / Urban,NU,2GB,55,LTE
2017,Urbain / Urban,Nord / North,2GB,55,LTE
2017,Urbain / Urban,Canada,2GB,53.95,LTE
2017,Urbain / Urban,BC,5GB,73.33,LTE
2017,Urbain / Urban,AB,5GB,70,LTE
2017,Urbain / Urban,SK,5GB,52.75,LTE
2017,Urbain / Urban,MB,5GB,51.25,LTE
2017,Urbain / Urban,ON,5GB,70.38,LTE
2017,Urbain / Urban,QC,5GB,58,LTE
2017,Urbain / Urban,NB,5GB,77.33,LTE
2017,Urbain / Urban,PE,5GB,78.75,LTE
2017,Urbain / Urban,NS,5GB,78.25,LTE
2017,Urbain / Urban,NL,5GB,78.5,LTE
2017,Urbain / Urban,YT,5GB,83,LTE
2017,Urbain / Urban,NT,5GB,83,LTE
2017,Urbain / Urban,NU,5GB,83,LTE
2017,Urbain / Urban,Nord / North,5GB,83,LTE
2017,Urbain / Urban,Canada,5GB,70.14,LTE
2017,Rural,BC,Talk Plan,25.36,Plus bas prix / Lowest
2017,Rural,AB,Talk Plan,25.15,Plus bas prix / Lowest
2017,Rural,SK,Talk Plan,27.94,Plus bas prix / Lowest
2017,Rural,MB,Talk Plan,28,Plus bas prix / Lowest
2017,Rural,ON,Talk Plan,25,Plus bas prix / Lowest
2017,Rural,QC,Talk Plan,24.4,Plus bas prix / Lowest
2017,Rural,NB,Talk Plan,25.18,Plus bas prix / Lowest
2017,Rural,PE,Talk Plan,25.34,Plus bas prix / Lowest
2017,Rural,NS,Talk Plan,26.26,Plus bas prix / Lowest
2017,Rural,NL,Talk Plan,27.4,Plus bas prix / Lowest
2017,Rural,YT,Talk Plan,27.5,Plus bas prix / Lowest
2017,Rural,NT,Talk Plan,27.5,Plus bas prix / Lowest
2017,Rural,NU,Talk Plan,27.5,Plus bas prix / Lowest
2017,Rural,Nord / North,Talk Plan,27.5,Plus bas prix / Lowest
2017,Rural,Canada,Talk Plan,26.14,Plus bas prix / Lowest
2017,Rural,BC,1GB,47.14,Plus bas prix / Lowest
2017,Rural,AB,1GB,46.67,Plus bas prix / Lowest
2017,Rural,SK,1GB,49,Plus bas prix / Lowest
2017,Rural,MB,1GB,44.8,Plus bas prix / Lowest
2017,Rural,ON,1GB,46.67,Plus bas prix / Lowest
2017,Rural,QC,1GB,36.61,Plus bas prix / Lowest
2017,Rural,NB,1GB,47,Plus bas prix / Lowest
2017,Rural,PE,1GB,48.17,Plus bas prix / Lowest
2017,Rural,NS,1GB,49.83,Plus bas prix / Lowest
2017,Rural,NL,1GB,49.56,Plus bas prix / Lowest
2017,Rural,YT,1GB,50,Plus bas prix / Lowest
2017,Rural,NT,1GB,50,Plus bas prix / Lowest
2017,Rural,NU,1GB,50,Plus bas prix / Lowest
2017,Rural,Nord / North,1GB,50,Plus bas prix / Lowest
2017,Rural,Canada,1GB,46.86,Plus bas prix / Lowest
2017,Rural,BC,2GB,52.14,Plus bas prix / Lowest
2017,Rural,AB,2GB,51.67,Plus bas prix / Lowest
2017,Rural,SK,2GB,52.5,Plus bas prix / Lowest
2017,Rural,MB,2GB,48.2,Plus bas prix / Lowest
2017,Rural,ON,2GB,61,Plus bas prix / Lowest
2017,Rural,QC,2GB,52.4,Plus bas prix / Lowest
2017,Rural,NB,2GB,52,Plus bas prix / Lowest
2017,Rural,PE,2GB,53.83,Plus bas prix / Lowest
2017,Rural,NS,2GB,56.67,Plus bas prix / Lowest
2017,Rural,NL,2GB,55.67,Plus bas prix / Lowest
2017,Rural,YT,2GB,55,Plus bas prix / Lowest
2017,Rural,NT,2GB,55,Plus bas prix / Lowest
2017,Rural,NU,2GB,55,Plus bas prix / Lowest
2017,Rural,Nord / North,2GB,55,Plus bas prix / Lowest
2017,Rural,Canada,2GB,53.73,Plus bas prix / Lowest
2017,Rural,BC,5GB,76.07,Plus bas prix / Lowest
2017,Rural,AB,5GB,76.67,Plus bas prix / Lowest
2017,Rural,SK,5GB,53.5,Plus bas prix / Lowest
2017,Rural,MB,5GB,51.47,Plus bas prix / Lowest
2017,Rural,ON,5GB,76.67,Plus bas prix / Lowest
2017,Rural,QC,5GB,55.43,Plus bas prix / Lowest
2017,Rural,NB,5GB,77.33,Plus bas prix / Lowest
2017,Rural,PE,5GB,77.44,Plus bas prix / Lowest
2017,Rural,NS,5GB,77,Plus bas prix / Lowest
2017,Rural,NL,5GB,75.5,Plus bas prix / Lowest
2017,Rural,YT,5GB,72.5,Plus bas prix / Lowest
2017,Rural,NT,5GB,72.5,Plus bas prix / Lowest
2017,Rural,NU,5GB,72.5,Plus bas prix / Lowest
2017,Rural,Nord / North,5GB,72.5,Plus bas prix / Lowest
2017,Rural,Canada,5GB,69.96,Plus bas prix / Lowest
2017,Rural,BC,Talk Plan,20,3G
2017,Rural,AB,Talk Plan,20,3G
2017,Rural,SK,Talk Plan,20,3G
2017,Rural,MB,Talk Plan,20,3G
2017,Rural,ON,Talk Plan,20,3G
2017,Rural,QC,Talk Plan,20,3G
2017,Rural,NB,Talk Plan,20,3G
2017,Rural,PE,Talk Plan,20,3G
2017,Rural,NS,Talk Plan,20,3G
2017,Rural,NL,Talk Plan,20,3G
2017,Rural,YT,Talk Plan,--,3G
2017,Rural,NT,Talk Plan,--,3G
2017,Rural,NU,Talk Plan,--,3G
2017,Rural,Nord / North,Talk Plan,--,3G
2017,Rural,Canada,Talk Plan,20,3G
2017,Rural,BC,1GB,40,3G
2017,Rural,AB,1GB,40,3G
2017,Rural,SK,1GB,40,3G
2017,Rural,MB,1GB,40,3G
2017,Rural,ON,1GB,40,3G
2017,Rural,QC,1GB,--,3G
2017,Rural,NB,1GB,40,3G
2017,Rural,PE,1GB,40,3G
2017,Rural,NS,1GB,40,3G
2017,Rural,NL,1GB,40,3G
2017,Rural,YT,1GB,--,3G
2017,Rural,NT,1GB,--,3G
2017,Rural,NU,1GB,--,3G
2017,Rural,Nord / North,1GB,--,3G
2017,Rural,Canada,1GB,40,3G
2017,Rural,BC,2GB,45,3G
2017,Rural,AB,2GB,45,3G
2017,Rural,SK,2GB,45,3G
2017,Rural,MB,2GB,45,3G
2017,Rural,ON,2GB,64,3G
2017,Rural,QC,2GB,--,3G
2017,Rural,NB,2GB,45,3G
2017,Rural,PE,2GB,45,3G
2017,Rural,NS,2GB,45,3G
2017,Rural,NL,2GB,45,3G
2017,Rural,YT,2GB,--,3G
2017,Rural,NT,2GB,--,3G
2017,Rural,NU,2GB,--,3G
2017,Rural,Nord / North,2GB,--,3G
2017,Rural,Canada,2GB,47.11,3G
2017,Rural,BC,Talk Plan,27.5,LTE
2017,Rural,AB,Talk Plan,27.72,LTE
2017,Rural,SK,Talk Plan,28.82,LTE
2017,Rural,MB,Talk Plan,30,LTE
2017,Rural,ON,Talk Plan,27.5,LTE
2017,Rural,QC,Talk Plan,26.12,LTE
2017,Rural,NB,Talk Plan,27.77,LTE
2017,Rural,PE,Talk Plan,27.41,LTE
2017,Rural,NS,Talk Plan,27.43,LTE
2017,Rural,NL,Talk Plan,28.28,LTE
2017,Rural,YT,Talk Plan,27.5,LTE
2017,Rural,NT,Talk Plan,27.5,LTE
2017,Rural,NU,Talk Plan,27.5,LTE
2017,Rural,Nord / North,Talk Plan,27.5,LTE
2017,Rural,Canada,Talk Plan,27.82,LTE
2017,Rural,BC,1GB,50,LTE
2017,Rural,AB,1GB,50,LTE
2017,Rural,SK,1GB,50,LTE
2017,Rural,MB,1GB,46,LTE
2017,Rural,ON,1GB,50,LTE
2017,Rural,QC,1GB,36.61,LTE
2017,Rural,NB,1GB,50.5,LTE
2017,Rural,PE,1GB,51.28,LTE
2017,Rural,NS,1GB,51.72,LTE
2017,Rural,NL,1GB,50.67,LTE
2017,Rural,YT,1GB,50,LTE
2017,Rural,NT,1GB,50,LTE
2017,Rural,NU,1GB,50,LTE
2017,Rural,Nord / North,1GB,50,LTE
2017,Rural,Canada,1GB,48.8,LTE
2017,Rural,BC,2GB,55,LTE
2017,Rural,AB,2GB,55,LTE
2017,Rural,SK,2GB,53.33,LTE
2017,Rural,MB,2GB,49,LTE
2017,Rural,ON,2GB,59.5,LTE
2017,Rural,QC,2GB,52.4,LTE
2017,Rural,NB,2GB,55.5,LTE
2017,Rural,PE,2GB,57.17,LTE
2017,Rural,NS,2GB,58.78,LTE
2017,Rural,NL,2GB,56.78,LTE
2017,Rural,YT,2GB,55,LTE
2017,Rural,NT,2GB,55,LTE
2017,Rural,NU,2GB,55,LTE
2017,Rural,Nord / North,2GB,55,LTE
2017,Rural,Canada,2GB,55.22,LTE
2017,Rural,BC,5GB,76.07,LTE
2017,Rural,AB,5GB,76.67,LTE
2017,Rural,SK,5GB,53.5,LTE
2017,Rural,MB,5GB,51.47,LTE
2017,Rural,ON,5GB,76.67,LTE
2017,Rural,QC,5GB,55.43,LTE
2017,Rural,NB,5GB,77.33,LTE
2017,Rural,PE,5GB,77.44,LTE
2017,Rural,NS,5GB,77,LTE
2017,Rural,NL,5GB,75.5,LTE
2017,Rural,YT,5GB,72.5,LTE
2017,Rural,NT,5GB,72.5,LTE
2017,Rural,NU,5GB,72.5,LTE
2017,Rural,Nord / North,5GB,72.5,LTE
2017,Rural,Canada,5GB,69.96,LTE
2017,National,BC,Talk Plan,25.18,Plus bas prix / Lowest
2017,National,AB,Talk Plan,25.18,Plus bas prix / Lowest
2017,National,SK,Talk Plan,27.27,Plus bas prix / Lowest
2017,National,MB,Talk Plan,27.75,Plus bas prix / Lowest
2017,National,ON,Talk Plan,24.95,Plus bas prix / Lowest
2017,National,QC,Talk Plan,24.25,Plus bas prix / Lowest
2017,National,NB,Talk Plan,25.18,Plus bas prix / Lowest
2017,National,PE,Talk Plan,25.37,Plus bas prix / Lowest
2017,National,NS,Talk Plan,25.75,Plus bas prix / Lowest
2017,National,NL,Talk Plan,26.39,Plus bas prix / Lowest
2017,National,YT,Talk Plan,26.08,Plus bas prix / Lowest
2017,National,NT,Talk Plan,26.08,Plus bas prix / Lowest
2017,National,NU,Talk Plan,26.08,Plus bas prix / Lowest
2017,National,Nord / North,Talk Plan,26.08,Plus bas prix / Lowest
2017,National,Canada,Talk Plan,25.76,Plus bas prix / Lowest
2017,National,BC,1GB,46.49,Plus bas prix / Lowest
2017,National,AB,1GB,45.83,Plus bas prix / Lowest
2017,National,SK,1GB,48.25,Plus bas prix / Lowest
2017,National,MB,1GB,44.65,Plus bas prix / Lowest
2017,National,ON,1GB,45.82,Plus bas prix / Lowest
2017,National,QC,1GB,36.93,Plus bas prix / Lowest
2017,National,NB,1GB,47,Plus bas prix / Lowest
2017,National,PE,1GB,48.46,Plus bas prix / Lowest
2017,National,NS,1GB,49.17,Plus bas prix / Lowest
2017,National,NL,1GB,49.03,Plus bas prix / Lowest
2017,National,YT,1GB,50,Plus bas prix / Lowest
2017,National,NT,1GB,50,Plus bas prix / Lowest
2017,National,NU,1GB,50,Plus bas prix / Lowest
2017,National,Nord / North,1GB,50,Plus bas prix / Lowest
2017,National,Canada,1GB,46.51,Plus bas prix / Lowest
2017,National,BC,2GB,51.18,Plus bas prix / Lowest
