Year,Region,Province/territory,Plan,Average ($),Speed
2019,Rural,NT,2GB,45,LTE
2019,Rural,NU,2GB,45,LTE
2019,Rural,Nord / North,2GB,45,LTE
2019,Rural,Canada,2GB,44.77,LTE
2019,Rural,BC,5GB,56.43,LTE
2019,Rural,AB,5GB,56.67,LTE
2019,Rural,SK,5GB,66.3,LTE
2019,Rural,MB,5GB,58.5,LTE
2019,Rural,ON,5GB,56.61,LTE
2019,Rural,QC,5GB,53,LTE
2019,Rural,NB,5GB,58.33,LTE
2019,Rural,PE,5GB,57.5,LTE
2019,Rural,NS,5GB,57.5,LTE
2019,Rural,NL,5GB,57.5,LTE
2019,Rural,YT,5GB,60,LTE
2019,Rural,NT,5GB,60,LTE
2019,Rural,NU,5GB,60,LTE
2019,Rural,Nord / North,5GB,60,LTE
2019,Rural,Canada,5GB,58.03,LTE
2019,Rural,BC,10GB,75,LTE
2019,Rural,AB,10GB,75,LTE
2019,Rural,SK,10GB,74.3,LTE
2019,Rural,MB,10GB,66.5,LTE
2019,Rural,ON,10GB,74.64,LTE
2019,Rural,QC,10GB,63,LTE
2019,Rural,NB,10GB,75,LTE
2019,Rural,PE,10GB,72.5,LTE
2019,Rural,NS,10GB,72.5,LTE
2019,Rural,NL,10GB,75,LTE
2019,Rural,YT,10GB,75,LTE
2019,Rural,NT,10GB,75,LTE
2019,Rural,NU,10GB,75,LTE
2019,Rural,Nord / North,10GB,75,LTE
2019,Rural,Canada,10GB,72.59,LTE
2019,National,BC,Talk Plan,19.16,Plus bas prix / Lowest
2019,National,AB,Talk Plan,19.04,Plus bas prix / Lowest
2019,National,SK,Talk Plan,22.19,Plus bas prix / Lowest
2019,National,MB,Talk Plan,19.17,Plus bas prix / Lowest
2019,National,ON,Talk Plan,19.11,Plus bas prix / Lowest
2019,National,QC,Talk Plan,18.19,Plus bas prix / Lowest
2019,National,NB,Talk Plan,19.79,Plus bas prix / Lowest
2019,National,PE,Talk Plan,21.25,Plus bas prix / Lowest
2019,National,NS,Talk Plan,21.25,Plus bas prix / Lowest
2019,National,NL,Talk Plan,20.63,Plus bas prix / Lowest
2019,National,YT,Talk Plan,19.83,Plus bas prix / Lowest
2019,National,NT,Talk Plan,19.83,Plus bas prix / Lowest
2019,National,NU,Talk Plan,19.83,Plus bas prix / Lowest
2019,National,Nord / North,Talk Plan,19.83,Plus bas prix / Lowest
2019,National,Canada,Talk Plan,19.96,Plus bas prix / Lowest
2019,National,BC,1GB,29.39,Plus bas prix / Lowest
2019,National,AB,1GB,29.42,Plus bas prix / Lowest
2019,National,SK,1GB,25.6,Plus bas prix / Lowest
2019,National,MB,1GB,29.62,Plus bas prix / Lowest
2019,National,ON,1GB,29.25,Plus bas prix / Lowest
2019,National,QC,1GB,26.49,Plus bas prix / Lowest
2019,National,NB,1GB,29.33,Plus bas prix / Lowest
2019,National,PE,1GB,29.33,Plus bas prix / Lowest
2019,National,NS,1GB,29.33,Plus bas prix / Lowest
2019,National,NL,1GB,29.17,Plus bas prix / Lowest
2019,National,YT,1GB,32.33,Plus bas prix / Lowest
2019,National,NT,1GB,32.33,Plus bas prix / Lowest
2019,National,NU,1GB,32.33,Plus bas prix / Lowest
2019,National,Nord / North,1GB,32.33,Plus bas prix / Lowest
2019,National,Canada,1GB,29.02,Plus bas prix / Lowest
2019,National,BC,2GB,38.36,Plus bas prix / Lowest
2019,National,AB,2GB,38.42,Plus bas prix / Lowest
2019,National,SK,2GB,49.9,Plus bas prix / Lowest
2019,National,MB,2GB,38.17,Plus bas prix / Lowest
2019,National,ON,2GB,38.3,Plus bas prix / Lowest
2019,National,QC,2GB,32.58,Plus bas prix / Lowest
2019,National,NB,2GB,39.17,Plus bas prix / Lowest
2019,National,PE,2GB,40,Plus bas prix / Lowest
2019,National,NS,2GB,40,Plus bas prix / Lowest
2019,National,NL,2GB,38.75,Plus bas prix / Lowest
2019,National,YT,2GB,41.08,Plus bas prix / Lowest
2019,National,NT,2GB,41.08,Plus bas prix / Lowest
2019,National,NU,2GB,41.08,Plus bas prix / Lowest
2019,National,Nord / North,2GB,41.08,Plus bas prix / Lowest
2019,National,Canada,2GB,39.52,Plus bas prix / Lowest
2019,National,BC,5GB,47.59,Plus bas prix / Lowest
2019,National,AB,5GB,47.71,Plus bas prix / Lowest
2019,National,SK,5GB,55.78,Plus bas prix / Lowest
2019,National,MB,5GB,46.58,Plus bas prix / Lowest
2019,National,ON,5GB,47.76,Plus bas prix / Lowest
2019,National,QC,5GB,45.43,Plus bas prix / Lowest
2019,National,NB,5GB,47.71,Plus bas prix / Lowest
2019,National,PE,5GB,48.75,Plus bas prix / Lowest
2019,National,NS,5GB,48.75,Plus bas prix / Lowest
2019,National,NL,5GB,46.88,Plus bas prix / Lowest
2019,National,YT,5GB,54,Plus bas prix / Lowest
2019,National,NT,5GB,54,Plus bas prix / Lowest
2019,National,NU,5GB,54,Plus bas prix / Lowest
2019,National,Nord / North,5GB,54,Plus bas prix / Lowest
2019,National,Canada,5GB,48.81,Plus bas prix / Lowest
2019,National,BC,10GB,66.16,Plus bas prix / Lowest
2019,National,AB,10GB,66.46,Plus bas prix / Lowest
2019,National,SK,10GB,68.03,Plus bas prix / Lowest
2019,National,MB,10GB,60.25,Plus bas prix / Lowest
2019,National,ON,10GB,66.24,Plus bas prix / Lowest
2019,National,QC,10GB,58.05,Plus bas prix / Lowest
2019,National,NB,10GB,66.46,Plus bas prix / Lowest
2019,National,PE,10GB,66.25,Plus bas prix / Lowest
2019,National,NS,10GB,66.25,Plus bas prix / Lowest
2019,National,NL,10GB,64.38,Plus bas prix / Lowest
2019,National,YT,10GB,71.92,Plus bas prix / Lowest
2019,National,NT,10GB,71.92,Plus bas prix / Lowest
2019,National,NU,10GB,71.92,Plus bas prix / Lowest
2019,National,Nord / North,10GB,71.92,Plus bas prix / Lowest
2019,National,Canada,10GB,65.49,Plus bas prix / Lowest
2019,National,BC,Talk Plan,18.45,3G
2019,National,AB,Talk Plan,18.33,3G
2019,National,SK,Talk Plan,18.83,3G
2019,National,MB,Talk Plan,18.33,3G
2019,National,ON,Talk Plan,18.33,3G
2019,National,QC,Talk Plan,18.45,3G
2019,National,NB,Talk Plan,18.33,3G
2019,National,PE,Talk Plan,18.33,3G
2019,National,NS,Talk Plan,18.33,3G
2019,National,NL,Talk Plan,19.17,3G
2019,National,YT,Talk Plan,20,3G
2019,National,NT,Talk Plan,20,3G
2019,National,NU,Talk Plan,20,3G
2019,National,Nord / North,Talk Plan,20,3G
2019,National,Canada,Talk Plan,18.63,3G
2019,National,BC,1GB,29.31,3G
2019,National,AB,1GB,29.33,3G
2019,National,SK,1GB,29.23,3G
2019,National,MB,1GB,29.33,3G
2019,National,ON,1GB,29.33,3G
2019,National,QC,1GB,29.31,3G
2019,National,NB,1GB,29.33,3G
2019,National,PE,1GB,29.33,3G
2019,National,NS,1GB,29.33,3G
2019,National,NL,1GB,29.17,3G
2019,National,YT,1GB,29,3G
2019,National,NT,1GB,29,3G
2019,National,NU,1GB,29,3G
2019,National,Nord / North,1GB,29,3G
2019,National,Canada,1GB,29.27,3G
2019,National,BC,2GB,38.27,3G
2019,National,AB,2GB,38.33,3G
2019,National,SK,2GB,38.08,3G
2019,National,MB,2GB,38.33,3G
2019,National,ON,2GB,38.33,3G
2019,National,QC,2GB,38.27,3G
2019,National,NB,2GB,38.33,3G
2019,National,PE,2GB,38.33,3G
2019,National,NS,2GB,38.33,3G
2019,National,NL,2GB,37.92,3G
2019,National,YT,2GB,37.5,3G
2019,National,NT,2GB,37.5,3G
2019,National,NU,2GB,37.5,3G
2019,National,Nord / North,2GB,37.5,3G
2019,National,Canada,2GB,38.19,3G
2019,National,BC,5GB,46.55,3G
2019,National,AB,5GB,46.67,3G
2019,National,SK,5GB,46.17,3G
2019,National,MB,5GB,46.67,3G
2019,National,ON,5GB,46.67,3G
2019,National,QC,5GB,46.55,3G
2019,National,NB,5GB,46.67,3G
2019,National,PE,5GB,46.67,3G
2019,National,NS,5GB,46.67,3G
2019,National,NL,5GB,45.83,3G
2019,National,YT,5GB,45,3G
2019,National,NT,5GB,45,3G
2019,National,NU,5GB,45,3G
2019,National,Nord / North,5GB,45,3G
2019,National,Canada,5GB,46.37,3G
2019,National,BC,10GB,62.5,3G
2019,National,AB,10GB,62.5,3G
2019,National,SK,10GB,57.5,3G
2019,National,MB,10GB,57.5,3G
2019,National,ON,10GB,62.5,3G
2019,National,QC,10GB,57.5,3G
2019,National,NB,10GB,62.5,3G
2019,National,PE,10GB,62.5,3G
2019,National,NS,10GB,62.5,3G
2019,National,NL,10GB,62.5,3G
2019,National,YT,10GB,62.5,3G
2019,National,NT,10GB,62.5,3G
2019,National,NU,10GB,62.5,3G
2019,National,Nord / North,10GB,62.5,3G
2019,National,Canada,10GB,61.14,3G
2019,National,BC,Talk Plan,27.91,LTE
2019,National,AB,Talk Plan,27.79,LTE
2019,National,SK,Talk Plan,29.44,LTE
2019,National,MB,Talk Plan,28.67,LTE
2019,National,ON,Talk Plan,27.59,LTE
2019,National,QC,Talk Plan,24.83,LTE
2019,National,NB,Talk Plan,27.92,LTE
2019,National,PE,Talk Plan,28.13,LTE
2019,National,NS,Talk Plan,28.13,LTE
2019,National,NL,Talk Plan,28.75,LTE
2019,National,YT,Talk Plan,27.33,LTE
2019,National,NT,Talk Plan,27.33,LTE
2019,National,NU,Talk Plan,27.33,LTE
2019,National,Nord / North,Talk Plan,27.33,LTE
2019,National,Canada,Talk Plan,27.86,LTE
2019,National,BC,1GB,29.39,LTE
2019,National,AB,1GB,29.42,LTE
2019,National,SK,1GB,25.6,LTE
2019,National,MB,1GB,29.62,LTE
2019,National,ON,1GB,29.25,LTE
2019,National,QC,1GB,26.49,LTE
2019,National,NB,1GB,29.33,LTE
2019,National,PE,1GB,29.33,LTE
2019,National,NS,1GB,29.33,LTE
2019,National,NL,1GB,29.17,LTE
2019,National,YT,1GB,32.33,LTE
2019,National,NT,1GB,32.33,LTE
2019,National,NU,1GB,32.33,LTE
2019,National,Nord / North,1GB,32.33,LTE
2019,National,Canada,1GB,29.02,LTE
2019,National,BC,2GB,44.25,LTE
2019,National,AB,2GB,44.25,LTE
2019,National,SK,2GB,54.9,LTE
2019,National,MB,2GB,44.5,LTE
2019,National,ON,2GB,43.95,LTE
2019,National,QC,2GB,32.58,LTE
2019,National,NB,2GB,45,LTE
2019,National,PE,2GB,45,LTE
2019,National,NS,2GB,45,LTE
2019,National,NL,2GB,45,LTE
2019,National,YT,2GB,47.33,LTE
2019,National,NT,2GB,47.33,LTE
2019,National,NU,2GB,47.33,LTE
2019,National,Nord / North,2GB,47.33,LTE
2019,National,Canada,2GB,44.71,LTE
2019,National,BC,5GB,56.34,LTE
2019,National,AB,5GB,56.46,LTE
2019,National,SK,5GB,65.78,LTE
2019,National,MB,5GB,59.25,LTE
2019,National,ON,5GB,56.24,LTE
2019,National,QC,5GB,52.25,LTE
2019,National,NB,5GB,57.92,LTE
2019,National,PE,5GB,57.5,LTE
2019,National,NS,5GB,57.5,LTE
2019,National,NL,5GB,57.5,LTE
2019,National,YT,5GB,66.5,LTE
2019,National,NT,5GB,66.5,LTE
2019,National,NU,5GB,66.5,LTE
2019,National,Nord / North,5GB,66.5,LTE
2019,National,Canada,5GB,58.48,LTE
2019,National,BC,10GB,73.75,LTE
2019,National,AB,10GB,73.75,LTE
2019,National,SK,10GB,73.53,LTE
2019,National,MB,10GB,66.58,LTE
2019,National,ON,10GB,73.3,LTE
2019,National,QC,10GB,62.25,LTE
2019,National,NB,10GB,73.75,LTE
2019,National,PE,10GB,72.5,LTE
2019,National,NS,10GB,72.5,LTE
2019,National,NL,10GB,73.75,LTE
2019,National,YT,10GB,82.33,LTE
2019,National,NT,10GB,82.33,LTE
2019,National,NU,10GB,82.33,LTE
2019,National,Nord / North,10GB,82.33,LTE
2019,National,Canada,10GB,72.54,LTE
2018,Urbain / Urban,BC,Talk Plan,23.75,Plus bas prix / Lowest
2018,Urbain / Urban,AB,Talk Plan,22.5,Plus bas prix / Lowest
2018,Urbain / Urban,SK,Talk Plan,24.79,Plus bas prix / Lowest
2018,Urbain / Urban,MB,Talk Plan,25.75,Plus bas prix / Lowest
2018,Urbain / Urban,ON,Talk Plan,22.29,Plus bas prix / Lowest
2018,Urbain / Urban,QC,Talk Plan,19.75,Plus bas prix / Lowest
2018,Urbain / Urban,NB,Talk Plan,26.25,Plus bas prix / Lowest
2018,Urbain / Urban,PE,Talk Plan,26.25,Plus bas prix / Lowest
2018,Urbain / Urban,NS,Talk Plan,26.25,Plus bas prix / Lowest
2018,Urbain / Urban,NL,Talk Plan,26.25,Plus bas prix / Lowest
2018,Urbain / Urban,YT,Talk Plan,24.67,Plus bas prix / Lowest
2018,Urbain / Urban,NT,Talk Plan,24.67,Plus bas prix / Lowest
2018,Urbain / Urban,NU,Talk Plan,24.67,Plus bas prix / Lowest
2018,Urbain / Urban,Nord / North,Talk Plan,24.67,Plus bas prix / Lowest
2018,Urbain / Urban,Canada,Talk Plan,24.41,Plus bas prix / Lowest
2018,Urbain / Urban,BC,1GB,38.54,Plus bas prix / Lowest
2018,Urbain / Urban,AB,1GB,38.75,Plus bas prix / Lowest
